supermarket_id;supplier_id;delivery_date;amount;name;opening_date;supplier_name;supplier_type;department_id;department_info
63;292;2024-02-07;1616,47;SuperNorte;2023-01-21;Frutaria Atlantica;produce;50,0;congelados
63;292;2031-08-18;1825,83;SuperNorte;2023-01-21;Frutaria Atlantica;produce;132,0;bebidas
246;31;2023-09-16;3613,51;BomPreco;2021-03-04;Lacteos do Vale;dairy;161,0;fruta e legumes
246;31;2023-09-16;2327,89;BomPreco;2021-03-04;Lacteos do Vale;dairy;191,0;peixaria
162;156;2026-04-12;660,21;BomPreco;2024-11-21;Padaria Industrial;bakery supplies;;higiene
412;320;2030-12-14;1435,24;Atlantico Market;2024-08-06;Casa Verde Horticolas;produce;36,0;laticinios
32;147;2027-12-27;7951,61;Mercado Central;2023-07-31;Carnes Selectas;meat;;laticinios
415;153;2026-04-15;4660,8;FreshMart Gaia;2024-03-20;Bebidas Lusas;beverages;;bebidas
379;870;2024-07-21;2801,83;FreshMart Gaia;2024-02-27;Casa Verde Horticolas;produce;;talho
363;573;2027-01-10;3368,37;SuperNorte;2025-10-30;Bebidas Lusas;beverages;;fruta e legumes
408;331;2022-10-02;1147,11;BomPreco;2022-04-15;Lacteos do Vale;dairy;;laticinios
423;800;2023-06-23;2323,74;SuperNorte;2022-05-09;Casa Verde Horticolas;produce;14,0;congelados
423;800;2023-06-23;2072,91;SuperNorte;2022-05-09;Casa Verde Horticolas;produce;55,0;talho
456;171;2035-01-22;2437,62;BomPreco;2025-06-07;Lacteos do Vale;dairy;;higiene
296;516;2033-02-10;536,99;Mercado Central;2024-07-23;Padaria Industrial;bakery supplies;;mercearia
335;158;2030-10-25;4872,98;Nova Compra;2024-12-25;Peixe Fresco Iberico;seafood;139,0;padaria
56;872;2026-09-25;1212,79;Mercado Central;2023-09-26;Frutaria Atlantica;produce;78,0;bebidas
56;872;2031-11-01;2214,22;Mercado Central;2023-09-26;Frutaria Atlantica;produce;134,0;fruta e legumes
227;378;2023-01-29;7901,16;Nova Compra;2022-03-15;Peixe Fresco Iberico;seafood;;bebidas
369;718;2024-11-28;6374,03;SuperNorte;2024-02-08;Peixe Fresco Iberico;seafood;;bebidas
154;989;2034-09-22;2550,24;Atlantico Market;2025-10-16;SnackHouse Distribuicao;snacks;184,0;padaria
415;622;2026-08-19;3500,0;FreshMart Gaia;2024-03-20;Frutaria Atlantica;produce;;talho
63;415;2023-12-22;1611,76;SuperNorte;2023-01-21;Higiene Plus;cleaning products;50,0;congelados
63;415;2023-12-22;1859,74;SuperNorte;2023-01-21;Higiene Plus;cleaning products;132,0;bebidas
218;577;2034-06-11;4232,11;Mercado Central;2025-07-13;Carnes Selectas;meat;;fruta e legumes
40;103;2024-12-02;2705,57;Atlantico Market;2022-08-09;Bebidas Lusas;beverages;111,0;mercearia
450;516;2023-05-07;1575,2;BomPreco;2021-02-18;Padaria Industrial;bakery supplies;;bebidas
431;863;2028-01-02;2529,75;Nova Compra;2024-03-23;Bebidas Lusas;beverages;194,0;congelados
494;432;2031-09-13;2531,63;Mercado Central;2024-11-22;Frutaria Atlantica;produce;;talho
109;717;2022-09-20;10000,0;FreshMart Gaia;2021-02-19;Carnes Selectas;meat;;congelados
114;960;2029-06-26;2482,47;BomPreco;2025-03-11;Casa Verde Horticolas;produce;;mercearia
320;885;2025-08-22;1325,82;Mercado Central;2024-03-23;Higiene Plus;cleaning products;;fruta e legumes
109;950;2023-03-27;1012,11;FreshMart Gaia;2021-02-19;Casa Verde Horticolas;produce;;congelados
104;826;2023-05-09;1076,25;Mercado Central;2023-01-07;Padaria Industrial;bakery supplies;;talho
236;969;2025-08-09;2598,33;Mercado Central;2024-07-03;SnackHouse Distribuicao;snacks;;peixaria
328;309;2031-08-12;1522,33;Atlantico Market;2024-05-28;SnackHouse Distribuicao;snacks;;bebidas
134;216;2028-09-15;1583,55;Mercado Central;2024-07-19;Padaria Industrial;bakery supplies;;talho
336;708;2022-03-11;7660,39;BomPreco;2021-05-18;Peixe Fresco Iberico;seafood;10,0;talho
472;716;2025-06-22;1140,09;Atlantico Market;2022-12-04;Padaria Industrial;bakery supplies;154,0;talho
252;280;2030-10-26;1604,21;BomPreco;2022-11-20;Casa Verde Horticolas;produce;;fruta e legumes
161;218;2023-03-14;3375,63;Nova Compra;2021-02-26;Peixe Fresco Iberico;seafood;;higiene
235;945;2025-04-19;1135,59;FreshMart Gaia;2022-03-04;Higiene Plus;cleaning products;;higiene
406;541;2032-10-05;1769,32;Atlantico Market;2022-12-02;Lacteos do Vale;dairy;93,0;mercearia
78;311;2030-02-12;2785,47;BomPreco;2022-12-29;Lacteos do Vale;dairy;46,0;talho
205;638;2030-02-13;6455,62;FreshMart Gaia;2026-01-02;Peixe Fresco Iberico;seafood;;mercearia
104;413;2027-08-11;6105,45;Mercado Central;2023-01-07;Bebidas Lusas;beverages;;padaria
79;396;2026-09-04;1134,97;FreshMart Gaia;2023-10-18;Padaria Industrial;bakery supplies;2,0;peixaria
79;396;2032-06-09;796,95;FreshMart Gaia;2023-10-18;Padaria Industrial;bakery supplies;67,0;padaria
417;77;2026-09-18;3742,32;SuperNorte;2023-07-19;Carnes Selectas;meat;;laticinios
78;430;2025-04-02;1410,11;BomPreco;2022-12-29;Casa Verde Horticolas;produce;46,0;talho
73;236;2031-03-07;1075,03;FreshMart Gaia;2025-01-05;Padaria Industrial;bakery supplies;61,0;higiene
357;518;2024-03-03;5496,14;SuperNorte;2021-05-17;Peixe Fresco Iberico;seafood;;congelados
436;424;2026-08-27;2649,09;Atlantico Market;2023-12-11;Congelados Norte;frozen goods;189,0;laticinios
434;771;2026-06-22;3382,08;Mercado Central;2025-07-06;Lacteos do Vale;dairy;95,0;congelados
428;746;2026-09-20;1070,94;Mercado Central;2023-08-26;Padaria Industrial;bakery supplies;;fruta e legumes
420;730;2026-02-10;2093,44;BomPreco;2021-05-15;Casa Verde Horticolas;produce;;laticinios
457;227;2022-07-15;3729,29;FreshMart Gaia;2022-06-06;Carnes Selectas;meat;107,0;fruta e legumes
137;500;2025-12-03;1157,74;Nova Compra;2021-03-16;Casa Verde Horticolas;produce;150,0;bebidas
202;481;2025-07-07;1998,63;Atlantico Market;2022-03-22;Lacteos do Vale;dairy;;fruta e legumes
359;247;2025-09-03;2167,78;Nova Compra;2021-05-09;Carnes Selectas;meat;;higiene
472;80;2023-06-03;2627,68;Atlantico Market;2022-12-04;Casa Verde Horticolas;produce;154,0;talho
205;209;2033-11-16;1201,97;FreshMart Gaia;2026-01-02;SnackHouse Distribuicao;snacks;;congelados
251;905;2024-01-19;1218,95;Nova Compra;2023-03-21;Higiene Plus;cleaning products;;bebidas
145;625;2025-06-28;1666,24;FreshMart Gaia;2023-11-02;Higiene Plus;cleaning products;131,0;congelados
145;625;2025-06-28;1242,8;FreshMart Gaia;2023-11-02;Higiene Plus;cleaning products;177,0;bebidas
416;369;2025-08-08;975,32;Mercado Central;2021-10-24;SnackHouse Distribuicao;snacks;;higiene
369;792;2031-02-20;3500,0;SuperNorte;2024-02-08;Frutaria Atlantica;produce;;bebidas
71;395;2030-10-27;689,9;Nova Compra;2024-03-23;Higiene Plus;cleaning products;136,0;talho
45;780;2021-06-19;676,2;SuperNorte;2021-03-03;Casa Verde Horticolas;produce;145,0;talho
263;413;2022-11-21;5558,49;Nova Compra;2022-05-13;Bebidas Lusas;beverages;47,0;peixaria
157;298;2029-06-26;3370,49;FreshMart Gaia;2024-10-04;Peixe Fresco Iberico;seafood;;higiene
380;239;2027-06-22;2899,47;Mercado Central;2022-09-25;SnackHouse Distribuicao;snacks;;talho
499;560;2032-12-19;2191,94;FreshMart Gaia;2023-08-29;Casa Verde Horticolas;produce;;higiene
308;108;2026-01-05;7382,81;Mercado Central;2022-07-13;Peixe Fresco Iberico;seafood;;bebidas
385;778;2031-03-17;5031,61;FreshMart Gaia;2023-02-10;Peixe Fresco Iberico;seafood;;laticinios
421;755;2031-12-03;948,4;FreshMart Gaia;2023-11-12;Higiene Plus;cleaning products;;padaria
150;869;2025-08-04;1393,0;BomPreco;2025-02-06;SnackHouse Distribuicao;snacks;;talho
7;423;2025-09-21;2526,94;FreshMart Gaia;2023-07-14;Bebidas Lusas;beverages;;peixaria
458;100;2025-08-26;3185,59;Mercado Central;2024-04-06;Casa Verde Horticolas;produce;169,0;higiene
410;987;2034-05-17;3865,77;Mercado Central;2025-10-07;Carnes Selectas;meat;;laticinios
162;898;2025-10-20;8163,38;BomPreco;2024-11-21;Peixe Fresco Iberico;seafood;;padaria
93;958;2031-01-29;10217,95;SuperNorte;2023-02-02;Peixe Fresco Iberico;seafood;102,0;mercearia
343;129;2028-02-26;1109,87;FreshMart Gaia;2021-12-03;SnackHouse Distribuicao;snacks;146,0;peixaria
8;862;2025-09-12;2191,64;Mercado Central;2024-02-04;Frutaria Atlantica;produce;172,0;talho
395;53;2028-06-16;2508,06;Nova Compra;2023-10-24;Bebidas Lusas;beverages;;peixaria
147;369;2023-02-02;1526,06;SuperNorte;2022-01-01;SnackHouse Distribuicao;snacks;;bebidas
430;256;2028-04-22;813,52;Atlantico Market;2025-03-04;Padaria Industrial;bakery supplies;53,0;fruta e legumes
430;256;2026-08-05;731,29;Atlantico Market;2025-03-04;Padaria Industrial;bakery supplies;183,0;mercearia
496;49;2032-05-20;1771,42;Atlantico Market;2025-03-17;SnackHouse Distribuicao;snacks;;congelados
310;178;2022-12-03;3763,88;Atlantico Market;2022-09-29;Peixe Fresco Iberico;seafood;;higiene
415;461;2025-01-31;3266,17;FreshMart Gaia;2024-03-20;Lacteos do Vale;dairy;;padaria
435;316;2028-04-02;614,66;SuperNorte;2024-08-06;Padaria Industrial;bakery supplies;;fruta e legumes
41;354;2025-06-02;2431,3;Nova Compra;2024-05-01;Congelados Norte;frozen goods;;laticinios
106;50;2033-08-10;1651,45;Atlantico Market;2024-07-22;Casa Verde Horticolas;produce;;talho
167;673;2032-09-05;3171,26;Nova Compra;2024-08-25;Bebidas Lusas;beverages;;laticinios
215;82;2025-11-07;2171,0;Nova Compra;2022-05-12;Frutaria Atlantica;produce;;congelados
294;672;2029-09-21;1921,99;BomPreco;2022-04-03;Frutaria Atlantica;produce;;bebidas
107;549;2033-05-23;793,31;Nova Compra;2025-07-14;SnackHouse Distribuicao;snacks;141,0;bebidas
107;549;2033-07-16;2572,12;Nova Compra;2025-07-14;SnackHouse Distribuicao;snacks;158,0;congelados
124;163;2023-08-05;3310,02;Atlantico Market;2022-03-28;Bebidas Lusas;beverages;;laticinios
101;903;2023-08-22;4180,42;Nova Compra;2023-02-01;Bebidas Lusas;beverages;;peixaria
318;318;2025-12-09;12000,0;BomPreco;2021-03-16;Peixe Fresco Iberico;seafood;88,0;higiene
54;40;2025-04-02;3300,54;BomPreco;2021-08-12;Casa Verde Horticolas;produce;;congelados
483;534;2025-03-30;4727,3;SuperNorte;2025-01-22;Congelados Norte;frozen goods;;laticinios
155;482;2028-10-21;997,31;Nova Compra;2021-06-09;Frutaria Atlantica;produce;121,0;padaria
287;37;2025-05-28;2933,07;Nova Compra;2024-10-19;Carnes Selectas;meat;83,0;peixaria
376;730;2026-06-06;3120,85;Atlantico Market;2025-07-22;Casa Verde Horticolas;produce;;padaria
346;191;2021-04-28;1794,36;Atlantico Market;2021-02-27;Lacteos do Vale;dairy;;congelados
55;841;2035-01-21;1993,08;FreshMart Gaia;2025-06-03;Lacteos do Vale;dairy;;higiene
12;20;2031-01-05;1104,87;BomPreco;2024-07-15;Casa Verde Horticolas;produce;;fruta e legumes
191;31;2032-10-17;2627,68;Nova Compra;2024-01-10;Lacteos do Vale;dairy;;laticinios
89;822;2023-12-22;3092,01;Nova Compra;2021-05-28;Frutaria Atlantica;produce;;talho
397;922;2025-09-24;3500,0;FreshMart Gaia;2023-10-31;Frutaria Atlantica;produce;32,0;congelados
437;783;2030-10-20;3065,13;Nova Compra;2023-11-18;Bebidas Lusas;beverages;;mercearia
32;516;2029-03-26;1336,69;Mercado Central;2023-07-31;Padaria Industrial;bakery supplies;;bebidas
456;848;2025-11-04;6227,74;BomPreco;2025-06-07;Peixe Fresco Iberico;seafood;;mercearia
21;78;2025-02-06;9659,36;SuperNorte;2024-04-14;Peixe Fresco Iberico;seafood;;talho
42;83;2022-11-08;3743,31;BomPreco;2022-11-03;Bebidas Lusas;beverages;;laticinios
298;899;2025-04-07;1138,74;Atlantico Market;2023-03-05;SnackHouse Distribuicao;snacks;;mercearia
475;582;2028-03-03;3350,99;FreshMart Gaia;2025-02-17;Frutaria Atlantica;produce;124,0;higiene
348;717;2024-06-10;5644,84;BomPreco;2024-01-26;Carnes Selectas;meat;;peixaria
268;490;2031-10-18;1579,37;Atlantico Market;2025-06-15;Casa Verde Horticolas;produce;;higiene
338;829;2023-05-23;1787,43;Mercado Central;2023-02-16;SnackHouse Distribuicao;snacks;;peixaria
195;590;2022-12-12;1328,03;SuperNorte;2022-02-10;Casa Verde Horticolas;produce;162,0;laticinios
428;175;2027-08-31;1657,51;Mercado Central;2023-08-26;Higiene Plus;cleaning products;;higiene
500;664;2023-05-03;3936,45;Mercado Central;2022-04-18;Congelados Norte;frozen goods;;mercearia
123;866;2023-04-25;699,31;SuperNorte;2023-03-06;Padaria Industrial;bakery supplies;185,0;congelados
78;808;2025-04-04;12000,0;BomPreco;2022-12-29;Peixe Fresco Iberico;seafood;46,0;talho
326;7;2024-09-13;3431,91;Mercado Central;2024-09-07;Carnes Selectas;meat;;bebidas
477;197;2023-05-21;6330,48;SuperNorte;2022-01-25;Carnes Selectas;meat;;laticinios
279;623;2027-04-02;3847,08;SuperNorte;2022-10-07;Bebidas Lusas;beverages;;higiene
456;385;2027-11-06;866,7;BomPreco;2025-06-07;Higiene Plus;cleaning products;;mercearia
480;413;2031-12-28;3221,85;BomPreco;2022-01-15;Bebidas Lusas;beverages;;higiene
422;48;2024-08-25;3552,51;Mercado Central;2021-05-10;Peixe Fresco Iberico;seafood;;padaria
483;854;2033-05-24;8000,0;SuperNorte;2025-01-22;Congelados Norte;frozen goods;;bebidas
380;511;2024-12-13;1905,77;Mercado Central;2022-09-25;Lacteos do Vale;dairy;;mercearia
470;315;2023-03-07;1266,41;Mercado Central;2022-09-27;Higiene Plus;cleaning products;84,0;mercearia
387;10;2025-09-19;3500,0;SuperNorte;2022-10-15;Casa Verde Horticolas;produce;66,0;mercearia
337;783;2033-08-21;2588,21;FreshMart Gaia;2025-05-15;Bebidas Lusas;beverages;117,0;laticinios
331;579;2025-01-21;2954,29;FreshMart Gaia;2021-12-05;SnackHouse Distribuicao;snacks;;padaria
238;796;2023-11-16;1305,57;Atlantico Market;2023-01-21;Padaria Industrial;bakery supplies;;padaria
48;314;2032-05-23;1764,86;BomPreco;2022-10-06;Congelados Norte;frozen goods;;peixaria
283;595;2025-01-02;1163,54;FreshMart Gaia;2022-11-06;Higiene Plus;cleaning products;43,0;higiene
310;873;2024-11-17;4564,13;Atlantico Market;2022-09-29;Bebidas Lusas;beverages;;peixaria
320;359;2029-08-15;1676,62;Mercado Central;2024-03-23;SnackHouse Distribuicao;snacks;;padaria
14;92;2032-04-10;1882,13;Mercado Central;2022-12-20;Frutaria Atlantica;produce;12,0;mercearia
113;181;2023-01-30;1635,98;Nova Compra;2021-11-05;Lacteos do Vale;dairy;188,0;fruta e legumes
463;998;2030-11-28;4716,23;FreshMart Gaia;2025-03-11;Peixe Fresco Iberico;seafood;108,0;laticinios
17;611;2022-03-20;1871,4;Nova Compra;2021-06-10;Lacteos do Vale;dairy;;fruta e legumes
219;568;2033-07-01;12000,0;SuperNorte;2025-01-12;Peixe Fresco Iberico;seafood;175,0;padaria
274;921;2023-01-28;1429,06;Atlantico Market;2021-09-17;Lacteos do Vale;dairy;;higiene
95;656;2028-07-16;804,94;Nova Compra;2021-11-19;Padaria Industrial;bakery supplies;;higiene
421;555;2025-02-14;1392,97;FreshMart Gaia;2023-11-12;Higiene Plus;cleaning products;;padaria
235;392;2027-09-21;957,69;FreshMart Gaia;2022-03-04;Frutaria Atlantica;produce;;padaria
141;234;2026-06-22;5222,58;SuperNorte;2021-05-17;Congelados Norte;frozen goods;;higiene
472;26;2023-07-01;560,12;Atlantico Market;2022-12-04;Padaria Industrial;bakery supplies;154,0;talho
141;762;2026-02-06;1134,2;SuperNorte;2021-05-17;Frutaria Atlantica;produce;;congelados
287;69;2030-09-21;989,96;Nova Compra;2024-10-19;SnackHouse Distribuicao;snacks;83,0;peixaria
64;244;2031-01-17;2055,16;Atlantico Market;2025-08-22;Congelados Norte;frozen goods;;padaria
103;652;2024-11-08;3273,74;FreshMart Gaia;2022-12-24;Frutaria Atlantica;produce;;congelados
149;423;2034-10-28;4742,06;Nova Compra;2025-09-19;Bebidas Lusas;beverages;41,0;congelados
58;346;2025-08-24;1514,48;Atlantico Market;2023-08-09;Padaria Industrial;bakery supplies;;mercearia
329;735;2026-06-15;1998,75;Nova Compra;2023-01-15;Higiene Plus;cleaning products;198,0;laticinios
492;704;2032-09-15;3986,71;BomPreco;2023-12-08;Congelados Norte;frozen goods;;talho
258;742;2033-03-14;1825,59;BomPreco;2025-02-11;Frutaria Atlantica;produce;73,0;talho
258;742;2027-12-17;2919,34;BomPreco;2025-02-11;Frutaria Atlantica;produce;100,0;talho
415;320;2029-05-24;3500,0;FreshMart Gaia;2024-03-20;Casa Verde Horticolas;produce;;laticinios
10;107;2032-01-16;3065,65;Atlantico Market;2024-07-05;Carnes Selectas;meat;;mercearia
284;660;2023-06-28;3500,0;Mercado Central;2023-04-30;Casa Verde Horticolas;produce;153,0;laticinios
109;420;2025-03-30;1023,41;FreshMart Gaia;2021-02-19;Casa Verde Horticolas;produce;;padaria
447;897;2030-04-16;4386,45;SuperNorte;2023-10-11;Carnes Selectas;meat;64,0;talho
127;807;2023-09-28;5583,02;FreshMart Gaia;2022-10-25;Carnes Selectas;meat;;peixaria
106;812;2027-07-28;1993,4;Atlantico Market;2024-07-22;Frutaria Atlantica;produce;;bebidas
66;710;2030-06-12;3500,0;BomPreco;2022-09-19;Casa Verde Horticolas;produce;;bebidas
78;614;2025-07-24;6779,97;BomPreco;2022-12-29;Congelados Norte;frozen goods;46,0;talho
112;895;2025-06-05;1655,71;Atlantico Market;2022-05-22;Higiene Plus;cleaning products;40,0;padaria
155;829;2022-05-18;2629,38;Nova Compra;2021-06-09;SnackHouse Distribuicao;snacks;121,0;padaria
303;179;2028-10-23;1927,77;SuperNorte;2025-02-15;SnackHouse Distribuicao;snacks;;congelados
52;455;2027-12-19;1014,62;Atlantico Market;2025-01-08;Higiene Plus;cleaning products;;fruta e legumes
328;179;2025-03-10;2053,02;Atlantico Market;2024-05-28;SnackHouse Distribuicao;snacks;;peixaria
108;847;2022-03-07;5566,67;BomPreco;2021-06-26;Carnes Selectas;meat;;peixaria
274;795;2029-03-03;940,98;Atlantico Market;2021-09-17;Higiene Plus;cleaning products;;bebidas
370;929;2029-03-23;2912,56;Atlantico Market;2023-01-22;SnackHouse Distribuicao;snacks;7,0;higiene
21;492;2033-09-08;1805,22;SuperNorte;2024-04-14;Frutaria Atlantica;produce;;peixaria
58;592;2028-11-24;1117,35;Atlantico Market;2023-08-09;Frutaria Atlantica;produce;;fruta e legumes
444;371;2031-07-22;1394,13;BomPreco;2025-11-27;Lacteos do Vale;dairy;164,0;peixaria
20;807;2026-01-22;6869,88;Mercado Central;2025-07-10;Carnes Selectas;meat;;mercearia
326;640;2024-10-23;2966,64;Mercado Central;2024-09-07;Casa Verde Horticolas;produce;;higiene
269;537;2030-07-27;6706,94;Nova Compra;2023-10-19;Carnes Selectas;meat;;peixaria
42;473;2023-03-26;4667,2;BomPreco;2022-11-03;Bebidas Lusas;beverages;;laticinios
347;565;2024-04-14;954,86;Nova Compra;2023-12-27;Higiene Plus;cleaning products;;fruta e legumes
211;165;2026-02-22;1433,69;FreshMart Gaia;2024-02-14;Higiene Plus;cleaning products;103,0;padaria
73;435;2033-09-17;1185,19;FreshMart Gaia;2025-01-05;Higiene Plus;cleaning products;61,0;higiene
468;160;2022-08-23;1694,61;BomPreco;2021-07-29;Casa Verde Horticolas;produce;;congelados
342;608;2022-12-13;6181,1;BomPreco;2021-05-14;Peixe Fresco Iberico;seafood;196,0;higiene
10;227;2025-02-22;4012,55;Atlantico Market;2024-07-05;Carnes Selectas;meat;;laticinios
299;176;2025-10-26;1402,49;Nova Compra;2025-02-06;Padaria Industrial;bakery supplies;;talho
22;569;2028-05-08;1047,78;Atlantico Market;2026-02-12;SnackHouse Distribuicao;snacks;;bebidas
205;774;2028-11-16;2397,03;FreshMart Gaia;2026-01-02;Congelados Norte;frozen goods;;fruta e legumes
60;659;2024-04-12;1158,86;BomPreco;2021-08-03;SnackHouse Distribuicao;snacks;;bebidas
192;327;2024-06-11;8035,96;BomPreco;2023-05-20;Carnes Selectas;meat;80,0;fruta e legumes
41;319;2026-04-01;1922,06;Nova Compra;2024-05-01;SnackHouse Distribuicao;snacks;;padaria
446;286;2024-08-03;448,23;Mercado Central;2022-09-29;Padaria Industrial;bakery supplies;187,0;higiene
433;43;2027-10-04;4906,34;FreshMart Gaia;2024-07-23;Bebidas Lusas;beverages;28,0;talho
51;585;2024-12-02;1345,31;SuperNorte;2021-10-07;Higiene Plus;cleaning products;112,0;padaria
162;350;2027-01-29;1533,21;BomPreco;2024-11-21;Casa Verde Horticolas;produce;;mercearia
285;763;2028-04-26;3363,11;SuperNorte;2023-05-21;Bebidas Lusas;beverages;;fruta e legumes
266;916;2023-03-22;548,74;Mercado Central;2022-11-17;Padaria Industrial;bakery supplies;;padaria
406;158;2024-10-01;7027,0;Atlantico Market;2022-12-02;Peixe Fresco Iberico;seafood;93,0;mercearia
235;813;2023-05-25;2119,88;FreshMart Gaia;2022-03-04;Bebidas Lusas;beverages;;peixaria
303;512;2025-12-15;1580,41;SuperNorte;2025-02-15;Frutaria Atlantica;produce;;peixaria
252;618;2025-06-28;5556,02;BomPreco;2022-11-20;Peixe Fresco Iberico;seafood;;padaria
350;138;2033-06-22;9191,34;Mercado Central;2025-07-14;Peixe Fresco Iberico;seafood;;fruta e legumes
212;182;2028-05-28;1883,38;Mercado Central;2024-06-29;Frutaria Atlantica;produce;;talho
238;293;2025-07-20;5152,34;Atlantico Market;2023-01-21;Bebidas Lusas;beverages;;laticinios
324;956;2027-09-27;583,87;BomPreco;2023-12-10;Padaria Industrial;bakery supplies;;fruta e legumes
61;106;2023-12-24;952,65;FreshMart Gaia;2021-12-07;Padaria Industrial;bakery supplies;;bebidas
403;951;2022-07-12;2729,48;FreshMart Gaia;2021-04-09;Lacteos do Vale;dairy;;laticinios
288;133;2033-02-18;6558,69;BomPreco;2025-10-31;Bebidas Lusas;beverages;;congelados
196;545;2031-07-29;823,51;Atlantico Market;2025-12-17;Higiene Plus;cleaning products;4,0;padaria
196;545;2032-08-08;941,79;Atlantico Market;2025-12-17;Higiene Plus;cleaning products;159,0;bebidas
395;649;2024-05-13;2071,25;Nova Compra;2023-10-24;SnackHouse Distribuicao;snacks;;peixaria
221;154;2024-09-19;8000,0;Nova Compra;2022-05-20;Congelados Norte;frozen goods;;higiene
219;711;2034-11-21;2445,17;SuperNorte;2025-01-12;Lacteos do Vale;dairy;175,0;padaria
452;645;2025-04-26;834,41;Mercado Central;2022-07-29;Higiene Plus;cleaning products;193,0;padaria
452;645;2025-04-26;841,77;Mercado Central;2022-07-29;Higiene Plus;cleaning products;195,0;bebidas
446;982;2024-04-29;1965,73;Mercado Central;2022-09-29;Frutaria Atlantica;produce;187,0;higiene
351;390;2024-06-12;2172,97;SuperNorte;2021-03-14;Casa Verde Horticolas;produce;;talho
134;19;2026-10-28;1493,62;Mercado Central;2024-07-19;SnackHouse Distribuicao;snacks;;higiene
207;736;2028-10-16;615,34;SuperNorte;2022-08-16;Padaria Industrial;bakery supplies;;talho
178;850;2030-08-30;3036,86;Atlantico Market;2023-12-25;Casa Verde Horticolas;produce;;higiene
327;266;2028-10-25;854,77;SuperNorte;2023-06-01;Padaria Industrial;bakery supplies;94,0;padaria
33;175;2030-04-07;1742,97;SuperNorte;2024-06-15;Higiene Plus;cleaning products;;bebidas
399;347;2028-03-04;2431,41;SuperNorte;2024-04-02;Carnes Selectas;meat;;mercearia
428;318;2024-05-25;11159,84;Mercado Central;2023-08-26;Peixe Fresco Iberico;seafood;;bebidas
161;334;2023-10-15;3159,62;Nova Compra;2021-02-26;Congelados Norte;frozen goods;;laticinios
98;974;2023-01-21;7875,23;Mercado Central;2022-12-11;Congelados Norte;frozen goods;;laticinios
186;56;2026-11-05;1317,49;BomPreco;2021-08-09;Padaria Industrial;bakery supplies;;higiene
340;739;2024-07-20;867,48;Atlantico Market;2022-05-12;SnackHouse Distribuicao;snacks;68,0;congelados
340;739;2024-07-20;1842,76;Atlantico Market;2022-05-12;SnackHouse Distribuicao;snacks;151,0;higiene
318;611;2023-10-07;4000,0;BomPreco;2021-03-16;Lacteos do Vale;dairy;88,0;higiene
259;708;2026-08-30;4966,62;FreshMart Gaia;2025-05-28;Peixe Fresco Iberico;seafood;39,0;mercearia
259;708;2027-05-03;12000,0;FreshMart Gaia;2025-05-28;Peixe Fresco Iberico;seafood;96,0;bebidas
169;165;2030-01-28;1635,64;FreshMart Gaia;2025-07-10;Higiene Plus;cleaning products;;talho
464;319;2026-05-16;3000,0;Mercado Central;2022-08-25;SnackHouse Distribuicao;snacks;;mercearia
356;726;2023-05-15;1074,41;Mercado Central;2022-08-06;Padaria Industrial;bakery supplies;;talho
48;479;2023-02-26;1560,47;BomPreco;2022-10-06;SnackHouse Distribuicao;snacks;;talho
378;682;2025-05-29;3500,0;BomPreco;2021-04-27;Frutaria Atlantica;produce;137,0;peixaria
256;585;2031-06-23;1902,34;Atlantico Market;2023-04-01;Higiene Plus;cleaning products;33,0;bebidas
256;585;2030-01-27;1236,84;Atlantico Market;2023-04-01;Higiene Plus;cleaning products;135,0;laticinios
45;536;2021-10-29;1210,16;SuperNorte;2021-03-03;Padaria Industrial;bakery supplies;145,0;talho
22;671;2029-08-31;1667,44;Atlantico Market;2026-02-12;Lacteos do Vale;dairy;;mercearia
96;331;2028-07-07;2256,95;BomPreco;2023-11-03;Lacteos do Vale;dairy;;higiene
421;945;2024-05-11;2354,87;FreshMart Gaia;2023-11-12;Higiene Plus;cleaning products;;talho
16;695;2024-06-22;1278,41;Atlantico Market;2024-01-08;Higiene Plus;cleaning products;5,0;congelados
246;705;2024-01-12;927,67;BomPreco;2021-03-04;Higiene Plus;cleaning products;161,0;fruta e legumes
246;705;2024-01-12;889,9;BomPreco;2021-03-04;Higiene Plus;cleaning products;191,0;peixaria
66;56;2025-10-04;1033,68;BomPreco;2022-09-19;Padaria Industrial;bakery supplies;;fruta e legumes
260;480;2028-02-23;1286,32;Mercado Central;2025-07-07;Casa Verde Horticolas;produce;;congelados
485;863;2024-07-05;1968,01;Nova Compra;2023-06-26;Bebidas Lusas;beverages;;padaria
446;842;2025-08-09;1078,77;Mercado Central;2022-09-29;Frutaria Atlantica;produce;187,0;higiene
260;853;2030-11-29;6363,32;Mercado Central;2025-07-07;Bebidas Lusas;beverages;;peixaria
55;304;2033-03-31;4033,15;FreshMart Gaia;2025-06-03;Congelados Norte;frozen goods;;mercearia
32;964;2024-02-14;4413,24;Mercado Central;2023-07-31;Congelados Norte;frozen goods;;peixaria
462;453;2024-03-28;2427,31;BomPreco;2022-01-14;Bebidas Lusas;beverages;38,0;peixaria
293;554;2031-12-10;3309,98;Nova Compra;2024-07-22;Congelados Norte;frozen goods;;padaria
1;251;2025-03-18;1631,14;FreshMart Gaia;2023-11-13;Lacteos do Vale;dairy;;laticinios
11;481;2023-09-11;1898,23;Nova Compra;2022-01-12;Lacteos do Vale;dairy;;congelados
